cuda,,x86
0.003849,,0.005737
0.003891,,0.005724
0.003892,,0.005767
0.003887,,0.005724
0.003889,,0.005769
0.003915,,0.005783
0.00311,,0.005766
0.003904,,0.005769
0.003917,,0.005767
0.003917,,0.005909
0.003926,,0.005829
0.004075,,0.005714
0.003158,,0.00582
0.003651,,0.005796
0.003985,,0.005776
0.003999,,0.005765
0.003194,,0.00588
0.004012,,0.005837
0.003992,,0.005885
0.00402,,0.005812
0.004042,,0.005842
0.004011,,0.005805
0.004083,,0.005872
0.004049,,0.005851
0.003273,,0.005834
0.004031,,0.005865
0.004105,,0.005868
0.003795,,0.005902
0.0041,,0.005925
0.004074,,0.00587
0.003323,,0.00589
0.004127,,0.006001
0.004176,,0.005938
0.004147,,0.005878
0.00417,,0.00591
0.004128,,0.00597
0.004128,,0.005863
0.004139,,0.005916
0.004192,,0.005884
0.004144,,0.00594
0.004164,,0.005943
0.004152,,0.005988
0.004162,,0.005937
0.004187,,0.00592
0.004195,,0.005893
0.004164,,0.005964
0.004187,,0.00591
0.004188,,0.005889
0.004173,,0.005899
0.004247,,0.005934
0.004188,,0.005957
0.003415,,0.005951
0.004192,,0.006016
0.004181,,0.005953
0.004181,,0.00596
0.004197,,0.005944
0.004244,,0.00596
0.003445,,0.005991
0.004175,,0.005957
0.004235,,0.005956
0.004254,,0.005993
0.004203,,0.005976
0.004219,,0.005973
0.004278,,0.006095
0.004215,,0.005957
0.004238,,0.006022
0.004291,,0.005947
0.004267,,0.005972
0.00433,,0.005986
0.003513,,0.006071
0.004001,,0.005991
0.004307,,0.006013
0.003999,,0.006014
0.004052,,0.005991
0.004337,,0.006019
0.004341,,0.006055
0.004054,,0.006013
0.004901,,0.006012
0.004372,,0.006037
0.004038,,0.006019
0.004352,,0.006072
0.004351,,0.00606
0.004847,,0.006034
0.00501,,0.00604
0.003546,,0.006078
0.004365,,0.006105
0.004374,,0.006054
0.004357,,0.006065
0.004099,,0.006108
0.004364,,0.006175
0.003604,,0.006137
0.004352,,0.006117
0.00439,,0.006144
0.00434,,0.006084
0.004095,,0.006089
0.004408,,0.00616
0.004423,,0.00612
0.004422,,0.006131
0.00442,,0.006178
0.004402,,0.006182
0.004403,,0.006223
0.004415,,0.006405
0.003638,,0.006194
0.004467,,0.006219
0.00441,,0.006277
0.003635,,0.006298
0.004463,,0.006289
0.004541,,0.006276
0.004503,,0.006307
0.004504,,0.006314
0.004505,,0.006369
0.003704,,0.006257
0.004545,,0.006276
0.004498,,0.006294
0.004494,,0.006282
0.004524,,0.006329
0.004524,,0.006275
0.004516,,0.006406
0.004285,,0.006348
0.003759,,0.00636
0.00456,,0.00641
0.004557,,0.00641
0.004623,,0.00635
0.004558,,0.006392
0.004566,,0.006392
0.004645,,0.006414
0.004595,,0.006435
0.004556,,0.006414
0.004584,,0.006437
0.004579,,0.006407
0.004578,,0.006438
0.004572,,0.006466
0.005248,,0.006449
0.004634,,0.006454
0.00464,,0.006408
0.005244,,0.0065
0.004631,,0.006478
0.004662,,0.006475
0.004353,,0.006481
0.004685,,0.00645
0.004707,,0.006532
0.004653,,0.0065
0.004721,,0.006524
0.004653,,0.006491
0.003889,,0.006495
0.004639,,0.006525
0.004653,,0.006525
0.004687,,0.006532
0.004705,,0.00651
0.004723,,0.006532
0.004655,,0.006582
0.00471,,0.006581
0.004687,,0.006554
0.004716,,0.006512
0.004348,,0.006569
0.004694,,0.00659
0.004706,,0.006539
0.004681,,0.006565
0.004719,,0.006533
0.003792,,0.006554
0.004674,,0.00657
0.004688,,0.006609
0.00388,,0.006584
0.004658,,0.006593
0.004646,,0.0066
0.004764,,0.006632
0.004782,,0.006637
0.004718,,0.006638
0.003896,,0.006633
0.003933,,0.006591
0.003951,,0.006645
0.004383,,0.006653
0.003939,,0.006634
0.003963,,0.006686
0.004051,,0.006742
0.00481,,0.006685
0.004804,,0.006693
0.004826,,0.006773
0.004977,,0.006681
0.004833,,0.006676
0.004831,,0.006814
0.004815,,0.006755
0.004875,,0.006775
0.004895,,0.006711
0.004835,,0.006774
0.004863,,0.00671
0.004837,,0.006746
0.004882,,0.006774
0.00488,,0.006791
0.00406,,0.006913
0.004901,,0.006841
0.004897,,0.006833
0.004108,,0.006901
0.004142,,0.006865
0.004145,,0.006809
0.004084,,0.006904
0.004125,,0.006899
0.004152,,0.006843
0.004188,,0.006841
0.004178,,0.006875
0.004977,,0.006839
0.004995,,0.006907
0.004712,,0.006882
0.004978,,0.00694
0.005004,,0.007022
0.005149,,0.006925
0.005008,,0.006895
0.005001,,0.006937
0.004265,,0.00692
0.005035,,0.006974
0.004249,,0.006956
0.004267,,0.006989
0.004762,,0.006928
0.005405,,0.007
0.004816,,0.006986
0.005157,,0.007029
0.005839,,0.007003
0.005147,,0.007001
0.00517,,0.007032
0.005147,,0.007078
0.005115,,0.00706
0.005175,,0.007069
0.005173,,0.00709
0.005226,,0.007092
0.005224,,0.007081
0.005776,,0.007025
0.005209,,0.007069
0.005195,,0.007101
0.005248,,0.007079
0.005194,,0.007088
0.005231,,0.007105
0.005196,,0.007104
0.005201,,0.007088
0.0052,,0.007077
0.005234,,0.007066
0.005237,,0.007067
0.005239,,0.007152
0.005264,,0.00711
0.005327,,0.007034
0.005308,,0.007048
0.005269,,0.007076
0.00529,,0.007097
0.00531,,0.007094
0.005011,,0.007145
0.005272,,0.007122
0.005859,,0.007222
0.005284,,0.007176
0.005298,,0.007261
0.005265,,0.007196
0.005379,,0.007204
0.005293,,0.007213
0.005307,,0.007321
0.005336,,0.007247
0.005031,,0.007196
0.005313,,0.007235
0.004581,,0.007244
0.005048,,0.007241
0.005354,,0.007261
0.005326,,0.007251
0.005365,,0.00733
0.005337,,0.007282
0.004546,,0.007256
0.005079,,0.007277
0.005353,,0.0073
0.005305,,0.007298
0.005347,,0.007319
0.005361,,0.007283
0.005352,,0.007342
0.005392,,0.007368
0.005499,,0.007331
0.005482,,0.007358
0.005495,,0.007337
0.00553,,0.007397
0.005467,,0.007302
0.005519,,0.007348
0.005547,,0.007354
0.005584,,0.007362
0.005568,,0.007355
0.005552,,0.007356
0.005562,,0.007464
0.005547,,0.007451
0.005581,,0.00746
0.004806,,0.007444
0.005587,,0.007525
0.00559,,0.007521
0.005553,,0.007489
0.005578,,0.007498
0.005599,,0.007467
0.005614,,0.00746
0.005325,,0.007483
0.005594,,0.007515
0.005678,,0.007552
0.006143,,0.007576
0.005605,,0.007613
0.005576,,0.007613
0.005608,,0.007582
0.005394,,0.007623
0.005646,,0.007534
0.00563,,0.007712
0.005634,,0.007753
0.004847,,0.0077
0.005647,,0.00767
0.005656,,0.007672
0.005638,,0.007675
0.005351,,0.007705
0.005634,,0.007735
0.005729,,0.007652
0.005627,,0.00775
0.005729,,0.007765
0.005646,,0.007742
0.005698,,0.007784
0.005709,,0.007726
0.005729,,0.007729
0.005752,,0.007874
0.00575,,0.007776
0.005694,,0.00803
0.005686,,0.007732
0.005705,,0.007757
0.006307,,0.00778
0.005704,,0.007804
0.007551,,0.007712
0.005681,,0.007761
0.005469,,0.007792
0.005707,,0.007662
0.005714,,0.00772
0.005395,,0.00774
0.005742,,0.007719
0.005681,,0.007792
0.005436,,0.007739
0.005688,,
0.005673,,
0.005702,,
0.005696,,
0.005704,,
0.005707,,
0.005754,,
0.005718,,
0.005766,,
0.00576,,
0.005023,,
0.005812,,
0.005806,,
0.00499,,
0.005796,,
0.005838,,
0.005776,,
